Mois;Ligne;Instant;Instant;Instant;Ponctualité;Nombre de trains comptabilisés;Nombre de trains arrivés à Bruxelles avec moins de 6 min. de retard;Minutes de retard
2020-03;89;Ochtendspits;Pointe du matin;Morning peak hour;93.20388349514563;206;192;300
2020-03;89;Daluren;Heures creuses;Off-peak hours;96.89578713968959;451;437;415
2020-03;94;Weekends;Weekends;Weekends;98.18181818181819;275;270;273
2020-03;96;Avondspits;Pointe du soir;Evening peak hour;93.66197183098592;284;266;526
2020-03;96;Weekends;Weekends;Weekends;97.06498951781971;477;463;404
2020-03;124;Avondspits;Pointe du soir;Evening peak hour;95.0207468879668;241;229;305
2020-03;161;Ochtendspits;Pointe du matin;Morning peak hour;85.64102564102564;195;167;566
2020-03;161;Weekends;Weekends;Weekends;94.81481481481482;135;128;236
2020-04;25-27;Ochtendspits;Pointe du matin;Morning peak hour;94.48529411764706;272;257;357
2020-04;25-27;Daluren;Heures creuses;Off-peak hours;95.50072568940493;689;658;835
2020-04;36-36C;Avondspits;Pointe du soir;Evening peak hour;96.5675057208238;437;422;295
2020-04;50A;Daluren;Heures creuses;Off-peak hours;96.96092619392185;691;670;485
2020-04;50;Weekends;Weekends;Weekends;100.0;135;135;43
2020-04;60;Weekends;Weekends;Weekends;98.80952380952381;252;249;118
2020-04;94;Ochtendspits;Pointe du matin;Morning peak hour;93.15068493150685;146;136;159
2020-04;94;Weekends;Weekends;Weekends;97.38562091503267;153;149;149
2020-04;124;Ochtendspits;Pointe du matin;Morning peak hour;98.3957219251337;187;184;111
2020-05;25-27;Ochtendspits;Pointe du matin;Morning peak hour;94.23076923076923;416;392;672
2020-05;36-36C;Avondspits;Pointe du soir;Evening peak hour;93.85307346326837;667;626;827
2020-05;50A;Daluren;Heures creuses;Off-peak hours;96.77182685253118;1363;1319;1190
2020-05;60;Ochtendspits;Pointe du matin;Morning peak hour;96.49122807017544;171;165;155
2020-05;161;Ochtendspits;Pointe du matin;Morning peak hour;96.49122807017544;171;165;189
2020-05;161;Weekends;Weekends;Weekends;97.53086419753086;324;316;248
2020-06;50A;Ochtendspits;Pointe du matin;Morning peak hour;97.70642201834863;436;426;329
2020-06;162;Daluren;Heures creuses;Off-peak hours;83.91608391608392;286;240;925
2020-07;50;Weekends;Weekends;Weekends;98.76543209876543;162;160;116
2020-07;89;Daluren;Heures creuses;Off-peak hours;97.11538461538461;520;505;401
2020-07;96;Ochtendspits;Pointe du matin;Morning peak hour;96.82997118155619;347;336;298
2020-09;25-27;Avondspits;Pointe du soir;Evening peak hour;84.90990990990991;444;377;1699
2020-09;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;92.04301075268818;930;856;1506
2020-09;50;Weekends;Weekends;Weekends;99.07407407407408;108;107;62
2022-09;60;Avondspits;Pointe du soir;Evening peak hour;90.40404040404042;198;179;435
2022-09;60;Daluren;Heures creuses;Off-peak hours;94.06528189910979;674;634;1041
2020-09;96;Avondspits;Pointe du soir;Evening peak hour;86.72839506172839;324;281;878
2022-09;89;Ochtendspits;Pointe du matin;Morning peak hour;93.46153846153847;260;243;476
2020-09;124;Avondspits;Pointe du soir;Evening peak hour;91.86046511627907;258;237;566
2020-09;124;Daluren;Heures creuses;Off-peak hours;96.43979057591623;955;921;1019
2022-09;94;Daluren;Heures creuses;Off-peak hours;89.50201884253029;743;665;1922
2020-09;161;Daluren;Heures creuses;Off-peak hours;88.70967741935483;744;660;1752
2022-09;124;Daluren;Heures creuses;Off-peak hours;85.48728813559322;944;807;2932
2020-10;36-36C;Avondspits;Pointe du soir;Evening peak hour;95.23241954707986;839;799;915
2020-10;94;Weekends;Weekends;Weekends;96.36363636363636;220;212;280
2022-10;25-27;Ochtendspits;Pointe du matin;Morning peak hour;74.93403693931398;379;284;1624
2022-10;36-36C;Weekends;Weekends;Weekends;91.34007585335019;1582;1445;3146
2022-10;50;Ochtendspits;Pointe du matin;Morning peak hour;80.8080808080808;99;80;377
2022-10;89;Ochtendspits;Pointe du matin;Morning peak hour;93.33333333333333;240;224;429
2022-10;96;Weekends;Weekends;Weekends;95.15050167224081;598;569;887
2022-10;161;Avondspits;Pointe du soir;Evening peak hour;69.49152542372882;177;123;860
2022-10;162;Daluren;Heures creuses;Off-peak hours;79.92565055762083;269;215;1341
2022-11;25-27;Avondspits;Pointe du soir;Evening peak hour;74.92877492877493;351;263;1737
2022-11;36-36C;Weekends;Weekends;Weekends;89.4894894894895;1332;1192;2798
2022-11;89;Daluren;Heures creuses;Off-peak hours;90.05449591280654;734;661;1710
2022-11;96;Avondspits;Pointe du soir;Evening peak hour;66.78832116788321;274;183;1462
2022-11;124;Ochtendspits;Pointe du matin;Morning peak hour;81.58995815899581;239;195;828
2022-11;161;Weekends;Weekends;Weekends;82.47126436781609;348;287;931
2022-12;50A;Ochtendspits;Pointe du matin;Morning peak hour;84.31372549019608;561;473;1548
2022-12;50A;Daluren;Heures creuses;Off-peak hours;87.76041666666666;1536;1348;3622
2022-12;50;Weekends;Weekends;Weekends;94.30379746835443;158;149;307
2022-12;60;Weekends;Weekends;Weekends;97.93103448275862;290;284;245
2022-12;94;Avondspits;Pointe du soir;Evening peak hour;74.21052631578947;190;141;865
2022-12;96;Avondspits;Pointe du soir;Evening peak hour;58.63192182410424;307;180;2325
2022-12;124;Daluren;Heures creuses;Off-peak hours;75.77142857142857;875;663;4548
2023-01;25-27;Daluren;Heures creuses;Off-peak hours;88.69621066152858;1557;1381;3394
2023-01;50A;Weekends;Weekends;Weekends;95.42483660130719;765;730;906
2023-01;50;Weekends;Weekends;Weekends;98.76543209876543;162;160;193
2023-01;50;Daluren;Heures creuses;Off-peak hours;96.93486590038314;261;253;357
2023-01;89;Daluren;Heures creuses;Off-peak hours;90.58050383351588;913;827;1938
2023-01;96;Weekends;Weekends;Weekends;94.79166666666666;480;455;719
2023-01;96;Daluren;Heures creuses;Off-peak hours;89.01098901098901;1183;1053;3039
2023-02;50A;Avondspits;Pointe du soir;Evening peak hour;79.88338192419825;343;274;1238
2023-02;89;Ochtendspits;Pointe du matin;Morning peak hour;88.8412017167382;233;207;603
2023-02;94;Ochtendspits;Pointe du matin;Morning peak hour;61.74242424242424;264;163;1729
2023-02;96;Ochtendspits;Pointe du matin;Morning peak hour;67.65498652291106;371;251;1873
2023-02;124;Weekends;Weekends;Weekends;93.47079037800687;291;272;551
2023-02;162;Weekends;Weekends;Weekends;93.81443298969072;97;91;118
2023-03;25-27;Weekends;Weekends;Weekends;95.1219512195122;492;468;499
2023-03;50A;Weekends;Weekends;Weekends;88.26979472140762;682;602;1547
2023-03;60;Weekends;Weekends;Weekends;96.50655021834062;229;221;203
2023-03;89;Avondspits;Pointe du soir;Evening peak hour;84.6441947565543;267;226;897
2023-03;96;Ochtendspits;Pointe du matin;Morning peak hour;76.4018691588785;428;327;1638
2023-03;161;Ochtendspits;Pointe du matin;Morning peak hour;82.11009174311926;218;179;660
2017-12;96;Avondspits;Pointe du soir;Evening peak hour;82.53424657534246;292;241;1074
2017-12;124;Ochtendspits;Pointe du matin;Morning peak hour;69.52054794520548;292;203;1352
2017-12;124;Daluren;Heures creuses;Off-peak hours;86.22685185185185;864;745;2560
2017-12;162;Avondspits;Pointe du soir;Evening peak hour;89.83050847457628;59;53;164
2018-01;25-27;Ochtendspits;Pointe du matin;Morning peak hour;81.91268191268192;481;394;1786
2018-01;25-27;Daluren;Heures creuses;Off-peak hours;85.96698113207547;1696;1458;5024
2018-01;36-36C;Weekends;Weekends;Weekends;89.29088277858177;1382;1234;3162
2018-01;50A;Daluren;Heures creuses;Off-peak hours;89.70775095298602;1574;1412;3489
2018-01;50;Avondspits;Pointe du soir;Evening peak hour;96.875;64;62;155
2018-01;50;Daluren;Heures creuses;Off-peak hours;95.45454545454545;264;252;380
2018-01;60;Ochtendspits;Pointe du matin;Morning peak hour;84.38818565400844;237;200;735
2018-01;89;Ochtendspits;Pointe du matin;Morning peak hour;71.21771217712177;271;193;1289
2018-01;89;Daluren;Heures creuses;Off-peak hours;89.85239852398524;542;487;978
2018-01;94;Avondspits;Pointe du soir;Evening peak hour;92.38578680203045;197;182;398
2018-01;94;Weekends;Weekends;Weekends;95.1890034364261;291;277;243
2018-01;96;Weekends;Weekends;Weekends;97.91231732776617;479;469;324
2018-01;124;Avondspits;Pointe du soir;Evening peak hour;79.84496124031007;258;206;1255
2018-01;124;Weekends;Weekends;Weekends;80.15873015873017;378;303;1177
2018-01;161;Avondspits;Pointe du soir;Evening peak hour;89.84771573604061;197;177;500
2018-01;161;Weekends;Weekends;Weekends;94.62025316455697;316;299;471
2018-01;161;Daluren;Heures creuses;Off-peak hours;92.59757738896366;743;688;1466
2018-01;162;Ochtendspits;Pointe du matin;Morning peak hour;89.65517241379311;87;78;192
2018-01;162;Daluren;Heures creuses;Off-peak hours;92.9054054054054;296;275;399
2018-02;25-27;Weekends;Weekends;Weekends;97.35234215885947;491;478;439
2018-02;25-27;Daluren;Heures creuses;Off-peak hours;85.89403973509934;1510;1297;4216
2018-02;50A;Ochtendspits;Pointe du matin;Morning peak hour;69.32624113475178;564;391;2687
2018-02;50A;Daluren;Heures creuses;Off-peak hours;91.6606757728253;1391;1275;2814
2018-02;50;Daluren;Heures creuses;Off-peak hours;99.13419913419914;231;229;268
2018-02;60;Avondspits;Pointe du soir;Evening peak hour;90.80459770114942;174;158;351
2018-02;60;Weekends;Weekends;Weekends;93.10344827586206;232;216;441
2018-02;60;Daluren;Heures creuses;Off-peak hours;94.5273631840796;603;570;728
2018-02;94;Avondspits;Pointe du soir;Evening peak hour;85.63218390804597;174;149;472
2018-02;94;Weekends;Weekends;Weekends;93.02325581395348;258;240;319
2018-02;94;Daluren;Heures creuses;Off-peak hours;90.49034175334324;673;609;1275
2018-02;96;Weekends;Weekends;Weekends;97.41784037558685;426;415;329
2018-02;124;Weekends;Weekends;Weekends;93.8953488372093;344;323;669
2018-02;161;Avondspits;Pointe du soir;Evening peak hour;89.47368421052632;171;153;462
2018-02;162;Avondspits;Pointe du soir;Evening peak hour;95.0;60;57;94
2018-02;162;Daluren;Heures creuses;Off-peak hours;93.28358208955224;268;250;481
2018-03;25-27;Avondspits;Pointe du soir;Evening peak hour;87.99126637554585;458;403;1087
2018-03;50;Avondspits;Pointe du soir;Evening peak hour;90.9090909090909;66;60;164
2018-03;50;Daluren;Heures creuses;Off-peak hours;96.56488549618321;262;253;373
2018-03;60;Avondspits;Pointe du soir;Evening peak hour;89.39393939393939;198;177;455
2018-03;60;Weekends;Weekends;Weekends;92.88135593220339;295;274;497
2018-03;60;Daluren;Heures creuses;Off-peak hours;95.93984962406014;665;638;680
2018-03;89;Ochtendspits;Pointe du matin;Morning peak hour;76.05633802816901;284;216;989
2018-03;89;Weekends;Weekends;Weekends;87.33333333333333;150;131;352
2018-03;94;Daluren;Heures creuses;Off-peak hours;91.06438896189225;761;693;1583
2018-03;96;Avondspits;Pointe du soir;Evening peak hour;84.04907975460122;326;274;1117
2018-03;96;Weekends;Weekends;Weekends;92.1760391198044;409;377;637
2018-03;96;Daluren;Heures creuses;Off-peak hours;93.255620316403;1201;1120;1907
2018-03;124;Ochtendspits;Pointe du matin;Morning peak hour;85.23076923076923;325;277;829
2018-03;124;Weekends;Weekends;Weekends;91.6030534351145;262;240;598
2018-03;161;Daluren;Heures creuses;Off-peak hours;88.34688346883469;738;652;1557
2018-03;162;Avondspits;Pointe du soir;Evening peak hour;93.93939393939394;66;62;87
2018-04;25-27;Weekends;Weekends;Weekends;92.11908931698774;571;526;963
2018-04;36-36C;Weekends;Weekends;Weekends;88.93105629348513;1581;1406;3350
2018-04;36-36C;Daluren;Heures creuses;Off-peak hours;89.16256157635468;3045;2715;7205
2018-04;50A;Ochtendspits;Pointe du matin;Morning peak hour;78.82136279926335;543;428;1855
2018-04;50A;Weekends;Weekends;Weekends;88.91625615763546;812;722;1611
2018-04;50;Weekends;Weekends;Weekends;99.31506849315068;146;145;139
2018-04;50;Daluren;Heures creuses;Off-peak hours;97.02127659574468;235;228;292
2018-04;60;Avondspits;Pointe du soir;Evening peak hour;88.88888888888889;180;160;386
2018-04;60;Weekends;Weekends;Weekends;94.24242424242424;330;311;502
2018-04;94;Ochtendspits;Pointe du matin;Morning peak hour;82.2463768115942;276;227;871
2018-04;94;Avondspits;Pointe du soir;Evening peak hour;85.0574712643678;174;148;501
2018-04;96;Avondspits;Pointe du soir;Evening peak hour;86.82432432432432;296;257;842
2018-04;124;Ochtendspits;Pointe du matin;Morning peak hour;89.12280701754386;285;254;684
2018-04;124;Daluren;Heures creuses;Off-peak hours;92.93044469783352;877;815;1464
2018-04;161;Ochtendspits;Pointe du matin;Morning peak hour;81.81818181818183;220;180;812
2018-04;161;Avondspits;Pointe du soir;Evening peak hour;83.88888888888889;180;151;585
2018-04;161;Weekends;Weekends;Weekends;96.40718562874252;334;322;366
2018-04;162;Avondspits;Pointe du soir;Evening peak hour;86.66666666666667;60;52;143
2018-05;25-27;Avondspits;Pointe du soir;Evening peak hour;75.62189054726367;402;304;2177
2018-05;25-27;Weekends;Weekends;Weekends;90.06410256410257;624;562;1314
2018-05;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;85.71428571428571;861;738;2378
2018-05;36-36C;Avondspits;Pointe du soir;Evening peak hour;85.44973544973546;756;646;2253
2018-05;36-36C;Weekends;Weekends;Weekends;88.0184331797235;1736;1528;3846
2018-05;36-36C;Daluren;Heures creuses;Off-peak hours;86.20349028646692;3037;2618;8244
2018-05;50A;Daluren;Heures creuses;Off-peak hours;85.41226215644821;1419;1212;3992
2018-05;50;Ochtendspits;Pointe du matin;Morning peak hour;89.8989898989899;99;89;302
2018-05;50;Weekends;Weekends;Weekends;97.46192893401016;197;192;219
2018-05;50;Daluren;Heures creuses;Off-peak hours;96.23430962343096;239;230;331
2018-05;60;Weekends;Weekends;Weekends;98.62258953168043;363;358;319
2018-05;89;Avondspits;Pointe du soir;Evening peak hour;84.87394957983193;119;101;419
2018-05;96;Daluren;Heures creuses;Off-peak hours;91.8572735590119;1093;1004;2332
2018-05;124;Avondspits;Pointe du soir;Evening peak hour;85.16949152542372;236;201;869
2018-05;124;Weekends;Weekends;Weekends;86.83035714285714;448;389;1408
2018-05;124;Daluren;Heures creuses;Off-peak hours;88.61047835990888;878;778;2358
2018-05;161;Ochtendspits;Pointe du matin;Morning peak hour;85.64593301435407;209;179;564
2018-05;162;Weekends;Weekends;Weekends;94.5054945054945;182;172;260
2018-06;25-27;Ochtendspits;Pointe du matin;Morning peak hour;92.04301075268818;465;428;1026
2018-06;36-36C;Avondspits;Pointe du soir;Evening peak hour;80.89005235602095;764;618;3145
2018-06;36-36C;Weekends;Weekends;Weekends;84.20664206642067;1355;1141;4020
2018-06;50A;Weekends;Weekends;Weekends;91.83955739972338;723;664;1118
2018-06;50A;Daluren;Heures creuses;Off-peak hours;89.33518005540166;1444;1290;3237
2018-06;50;Weekends;Weekends;Weekends;98.73417721518987;158;156;131
2018-06;60;Weekends;Weekends;Weekends;97.5609756097561;287;280;233
2018-06;89;Avondspits;Pointe du soir;Evening peak hour;86.1788617886179;123;106;394
2018-06;94;Weekends;Weekends;Weekends;97.6;250;244;272
2018-06;124;Avondspits;Pointe du soir;Evening peak hour;84.01639344262296;244;205;869
2018-06;124;Daluren;Heures creuses;Off-peak hours;89.97747747747748;888;799;2264
2018-06;161;Ochtendspits;Pointe du matin;Morning peak hour;81.61434977578476;223;182;823
2018-06;161;Avondspits;Pointe du soir;Evening peak hour;77.6536312849162;179;139;861
2018-06;162;Ochtendspits;Pointe du matin;Morning peak hour;85.0;80;68;287
2018-07;25-27;Ochtendspits;Pointe du matin;Morning peak hour;86.01694915254238;472;406;1189
2018-07;25-27;Avondspits;Pointe du soir;Evening peak hour;82.7188940092166;434;359;1684
2018-07;36-36C;Weekends;Weekends;Weekends;89.4331700489853;1429;1278;3038
2018-07;36-36C;Daluren;Heures creuses;Off-peak hours;85.62441019188424;3179;2722;10129
2018-07;50A;Ochtendspits;Pointe du matin;Morning peak hour;87.72893772893772;546;479;1512
2018-07;50A;Avondspits;Pointe du soir;Evening peak hour;88.94601542416453;389;346;864
2018-07;50A;Weekends;Weekends;Weekends;94.80354879594424;789;748;865
2018-07;50;Ochtendspits;Pointe du matin;Morning peak hour;95.28301886792453;106;101;291
2018-07;50;Weekends;Weekends;Weekends;98.14814814814815;162;159;182
2018-07;89;Ochtendspits;Pointe du matin;Morning peak hour;84.5771144278607;201;170;693
2018-07;94;Weekends;Weekends;Weekends;96.86411149825784;287;278;306
2018-07;94;Daluren;Heures creuses;Off-peak hours;91.45658263305322;714;653;1161
2018-07;124;Avondspits;Pointe du soir;Evening peak hour;87.6;250;219;620
2018-07;161;Ochtendspits;Pointe du matin;Morning peak hour;75.89285714285714;224;170;1303
2018-07;161;Avondspits;Pointe du soir;Evening peak hour;89.94413407821229;179;161;399
2018-07;162;Avondspits;Pointe du soir;Evening peak hour;92.1875;64;59;92
2018-08;25-27;Avondspits;Pointe du soir;Evening peak hour;83.33333333333334;438;365;1345
2018-08;36-36C;Avondspits;Pointe du soir;Evening peak hour;88.7694145758662;837;743;1876
2018-08;36-36C;Weekends;Weekends;Weekends;93.43469246717346;1447;1352;2134
2018-08;50A;Daluren;Heures creuses;Off-peak hours;93.15403422982885;1636;1524;2365
2018-08;50;Daluren;Heures creuses;Off-peak hours;96.1977186311787;263;253;378
2018-08;60;Ochtendspits;Pointe du matin;Morning peak hour;93.60730593607306;219;205;353
2018-08;94;Ochtendspits;Pointe du matin;Morning peak hour;88.07692307692308;260;229;609
2018-08;94;Weekends;Weekends;Weekends;96.875;288;279;243
2018-08;96;Daluren;Heures creuses;Off-peak hours;95.54621848739497;1190;1137;1683
2018-08;124;Avondspits;Pointe du soir;Evening peak hour;92.99610894941634;257;239;381
2018-08;124;Weekends;Weekends;Weekends;96.0;350;336;440
2018-08;161;Avondspits;Pointe du soir;Evening peak hour;94.44444444444444;198;187;272
2018-08;161;Daluren;Heures creuses;Off-peak hours;94.31664411366711;739;697;998
2018-08;162;Ochtendspits;Pointe du matin;Morning peak hour;80.23255813953489;86;69;398
2018-08;162;Avondspits;Pointe du soir;Evening peak hour;98.48484848484848;66;65;44
2018-08;162;Weekends;Weekends;Weekends;98.58156028368793;141;139;102
2018-08;162;Daluren;Heures creuses;Off-peak hours;95.0381679389313;262;249;342
2018-09;25-27;Ochtendspits;Pointe du matin;Morning peak hour;77.55555555555556;450;349;1494
2018-09;25-27;Avondspits;Pointe du soir;Evening peak hour;82.68292682926828;410;339;1320
2018-09;36-36C;Daluren;Heures creuses;Off-peak hours;84.1710182767624;3064;2579;9347
2018-09;50A;Ochtendspits;Pointe du matin;Morning peak hour;70.40280210157619;571;402;2743
2018-09;50;Avondspits;Pointe du soir;Evening peak hour;92.98245614035088;57;53;126
2018-09;50;Daluren;Heures creuses;Off-peak hours;97.40259740259741;231;225;334
2018-09;60;Daluren;Heures creuses;Off-peak hours;92.5;600;555;975
2018-09;89;Ochtendspits;Pointe du matin;Morning peak hour;68.72586872586872;259;178;1284
2018-09;94;Ochtendspits;Pointe du matin;Morning peak hour;78.90625;256;202;841
2018-09;96;Avondspits;Pointe du soir;Evening peak hour;78.62068965517241;290;228;1180
2018-09;96;Daluren;Heures creuses;Off-peak hours;91.33640552995391;1085;991;2268
2018-09;124;Avondspits;Pointe du soir;Evening peak hour;92.46861924686193;239;221;434
